[2024-12-08 02:31:17] INFO - super_gradients.common.crash_handler.crash_tips_setup - Crash tips is enabled. You can set your environment variable to CRASH_HANDLER=FALSE to disable it
[2024-12-08 02:31:19] DEBUG - matplotlib - matplotlib data path: /home/gaurav/Documents/Semester 5/DL/DL Project/Custom Mode/.venv/lib/python3.10/site-packages/matplotlib/mpl-data
[2024-12-08 02:31:19] DEBUG - matplotlib - CONFIGDIR=/home/gaurav/.config/matplotlib
[2024-12-08 02:31:19] DEBUG - matplotlib - interactive is False
[2024-12-08 02:31:19] DEBUG - matplotlib - platform is linux
[2024-12-08 02:31:19] DEBUG - matplotlib - CACHEDIR=/home/gaurav/.cache/matplotlib
[2024-12-08 02:31:19] DEBUG - matplotlib.font_manager - Using fontManager instance from /home/gaurav/.cache/matplotlib/fontlist-v390.json
[2024-12-08 02:31:19] DEBUG - super_gradients.common.sg_loggers.clearml_sg_logger - Failed to import clearml
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 21239
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 21285
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 10977
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 21589
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 23076
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 10972
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 13574
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 12685
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 65536
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 12661
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 18964
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 11841
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 9851
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 13311
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 9010
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 22066
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 10543
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 65536
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 10751
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:34:58] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 26222
[2024-12-08 02:35:27] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:35:27] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:35:27] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:35:27] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 20306
[2024-12-08 02:35:27] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:35:27] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:35:27] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:35:27] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:35:27] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:35:27] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 10090
[2024-12-08 02:35:27] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:35:27] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 23244
[2024-12-08 02:35:27] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:35:27] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 65536
[2024-12-08 02:35:27] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:35:27] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 12460
[2024-12-08 02:35:27] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:35:27] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:35:27] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:35:27] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:35:27] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:35:27] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 12371
[2024-12-08 02:35:27] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:35:27] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:35:27] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:35:27] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 14263
[2024-12-08 02:35:27] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:35:27] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 18145
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8856
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 19384
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8248
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 10548
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 65536
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 22087
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 19764
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 19600
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 20399
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 24886
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 24357
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 15447
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 25198
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 14687
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:35:28] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 18296
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 20443
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 22455
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 65536
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 11449
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 11384
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 16757
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 12803
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 65536
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 15915
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 12792
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 11862
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 24126
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 65536
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 65536
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 9301
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 11700
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 13568
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 22554
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 17746
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 17193
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 65536
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 12391
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 65536
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 12226
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 8192
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 21254
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 65536
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IHDR' 16 13
[2024-12-08 02:37:57] DEBUG - PIL.PngImagePlugin - STREAM b'IDAT' 41 15170
[2024-12-08 02:41:13] WARNING - super_gradients.training.utils.checkpoint_utils - :warning: The pre-trained models provided by SuperGradients may have their own licenses or terms and conditions derived from the dataset used for pre-training.
 It is your responsibility to determine whether you have permission to use the models for your use case.
 The model you have requested was pre-trained on the cityscapes dataset, published under the following terms: https://www.cs.toronto.edu/~kriz/cifar.html
[2024-12-08 02:42:35] INFO - super_gradients.training.utils.checkpoint_utils - Successfully loaded pretrained weights for architecture ddrnet_23
[2024-12-08 02:42:35] DEBUG - super_gradients.training.utils.checkpoint_utils - Trying to load preprocessing params from checkpoint. Preprocessing params in checkpoint: False. Model DDRNet23 inherit HasPredict: True
[2024-12-08 02:46:09] WARNING - super_gradients.training.sg_trainer.sg_trainer - Train dataset size % batch_size != 0 and drop_last=False, this might result in smaller last batch.
[2024-12-08 02:46:09] INFO - super_gradients.training.sg_trainer.sg_trainer - Starting a new run with `run_id=RUN_20241208_024609_938277`
[2024-12-08 02:46:09] INFO - super_gradients.training.sg_trainer.sg_trainer - Checkpoints directory: ./notebook_ckpts/transfer_learning_semantic_segementation_ppLite/RUN_20241208_024609_938277
